drug_name,side_effects,generic_name,drug_classes,brand_names
Rematex,"WARNING/CAUTION: Even though it may be rare, some people may have very bad and sometimes deadly side effects when taking a drug. Tell your doctor or get medical help right away if you have any of the following signs or symptoms that may be related to a very bad side effect: Signs of an allergic reaction, like rash; hives ; itching; red, swollen, blistered, or peeling skin with or without fever; wheezing; tightness in the chest or throat; trouble breathing, swallowing, or talking; unusual hoarseness; or swelling of the mouth, face, lips, tongue, or throat. Irritation where Rematex (methyl salicylate, menthol, and capsaicin cream and ointment) is used. Very bad burning or burning that does not go away. Rematex side effects","Methyl Salicylate, Menthol, and Capsaicin Cream and Ointment",Topical rubefacient,"Medi-Derm Rx, Medrox, Medrox-Rx"
Sarna Sensitive,"WARNING/CAUTION: Even though it may be rare, some people may have very bad and sometimes deadly side effects when taking a drug. Tell your doctor or get medical help right away if you have any of the following signs or symptoms that may be related to a very bad side effect: For all uses of Sarna Sensitive (pramoxine lotion): Signs of an allergic reaction, like rash; hives ; itching; red, swollen, blistered, or peeling skin with or without fever; wheezing; tightness in the chest or throat; trouble breathing, swallowing, or talking; unusual hoarseness; or swelling of the mouth, face, lips, tongue, or throat. Irritation where Sarna Sensitive (pramoxine lotion) is used. Swelling, warmth, or redness of the skin. Rectal: Bleeding from rectum or rectal pain. Sarna Sensitive side effects",Pramoxine Lotion,Topical anesthetics,Prax
Soltice Quick-Rub,"WARNING/CAUTION: Even though it may be rare, some people may have very bad and sometimes deadly side effects when taking a drug. Tell your doctor or get medical help right away if you have any of the following signs or symptoms that may be related to a very bad side effect: Signs of an allergic reaction, like rash; hives ; itching; red, swollen, blistered, or peeling skin with or without fever; wheezing; tightness in the chest or throat; trouble breathing, swallowing, or talking; unusual hoarseness; or swelling of the mouth, face, lips, tongue, or throat. Soltice Quick-Rub side effects","Camphor and Menthol Cream, Lotion, and Ointment",Topical rubefacient,"Men-Phor, Sarna, Soltice Quick-Rub, Tiger Balm Arthritis Rub, Tiger Balm Neck & Shoulder Rub"
Sombra Cool Therapy,"WARNING/CAUTION: Even though it may be rare, some people may have very bad and sometimes deadly side effects when taking a drug. Tell your doctor or get medical help right away if you have any of the following signs or symptoms that may be related to a very bad side effect: Signs of an allergic reaction, like rash; hives ; itching; red, swollen, blistered, or peeling skin with or without fever; wheezing; tightness in the chest or throat; trouble breathing, swallowing, or talking; unusual hoarseness; or swelling of the mouth, face, lips, tongue, or throat. Very bad skin irritation. Sombra Cool Therapy side effects","Menthol Gel, Liquid, and Solution",Topical rubefacient,"Bengay Vanishing Scent, Bengay Zero Degrees, Berri-Freez Pain Relieving, Biofreeze, Biofreeze Colorless Gel, Biofreeze Roll-On Colorless Gel, Blue Gel, Blue-Emu Maximum Strength, Cold Therapy Pain Relief, Cool N Heat Maximum Strength, Fast Freeze Pro Style Therapy, Flexall, Gold Bond Pain Relieving Foot, Ice Blue, Icy Hot, Icy Hot Medicated Spray, Icy Hot Pain Relieving Gel, Icy Hot Power, Mineral Freeze, Mineral Ice, Pain Relief Maximum Strength, Pain Relieving Gel, PolarFrost, Sombra Cool Therapy, Stopain, Stopain Roll-On, Therapeutic Ice, Therapeutic Menthol, Zims Max-Freeze"
Sombra Warm Therapy,"WARNING/CAUTION: Even though it may be rare, some people may have very bad and sometimes deadly side effects when taking a drug. Tell your doctor or get medical help right away if you have any of the following signs or symptoms that may be related to a very bad side effect: Signs of an allergic reaction, like rash; hives ; itching; red, swollen, blistered, or peeling skin with or without fever; wheezing; tightness in the chest or throat; trouble breathing, swallowing, or talking; unusual hoarseness; or swelling of the mouth, face, lips, tongue, or throat. Sombra Warm Therapy side effects",Camphor and Menthol Gel,Topical rubefacient,"Freeze It, Rhuli Gel"
Stopain,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Stopain may cause serious side effects. Stop using Stopain and call your doctor at once if you have: severe burning, stinging, redness, or irritation after using this medicine; or pain, swelling, or blistering where the medicine was applied. Less serious side effects may be more likely, and you may have none at all.",menthol topical,Topical rubefacient,"ActivICE, Biofreeze, Blue Gel, Flexall, Gold Bond Medicated Maximum Strength Foot, Icy Hot Extra Strength, Max-Freeze, Mineral Ice, Stopain"
Theragen HP,"WARNING/CAUTION: Even though it may be rare, some people may have very bad and sometimes deadly side effects when taking a drug. Tell your doctor or get medical help right away if you have any of the following signs or symptoms that may be related to a very bad side effect: Signs of an allergic reaction, like rash; hives ; itching; red, swollen, blistered, or peeling skin with or without fever; wheezing; tightness in the chest or throat; trouble breathing, swallowing, or talking; unusual hoarseness; or swelling of the mouth, face, lips, tongue, or throat. Theragen HP side effects","Capsaicin Cream, Gel, Liquid, and Lotion",Miscellaneous topical agents,"Capsagel Extra Strength, Capzasin, Capzasin-HP, Capzasin-P, Castiva Warming, Theragen HP, Trixaicin HP, Zostrix, Zostrix Arthritis Pain Relief, Zostrix Diabetic Foot Pain, Zostrix Foot Pain Relief, Zostrix HP, Zostrix Sports"
Tiger Balm,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Tiger Balm may cause serious side effects. Stop using Tiger Balm and call your doctor at once if you have: severe burning, stinging, or irritation after using this medicine; or breathing problems after using this medicine on the chest or throat. Less serious side effects may be more likely, and you may have none at all.",camphor and menthol topical,Topical rubefacient,"Anti-Itch Steroid Free, Arctic Relief, Avedana Pain Relieving Roll On, Fast Freeze, Freeze It, Men-phor, Mentholatum Ointment, Rhuli Gel, Sarna, Theraflu Vapor Stick, Tiger Balm"
Transderm-iQ,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. Wash the skin and get medical attention right away if you have severe burning, pain, swelling, or blistering of the skin where you applied this medicine. This medicine may cause serious side effects. Stop using this medicine and call your doctor at once if you have: pale skin, blue-colored lips; headache , confusion; or rapid heartbeats. Common side effects may include a mild burning sensation that can last for several hours or days, especially after your first use of this medicine.","capsaicin, lidocaine, menthol, and methyl salicylate (topical)",Topical anesthetics,LidoPro
Trezix,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. In rare cases, acetaminophen may cause a severe skin reaction that can be fatal. This could occur even if you have taken acetaminophen in the past and had no reaction. Stop taking Trezix and call your doctor right away if you have skin redness or a rash that spreads and causes blistering and peeling. Opioid medicine can slow or stop your breathing, and death may occur. A person caring for you should seek emergency medical attention if you have slow breathing with long pauses, blue colored lips, or if you are hard to wake up. Trezix may cause serious side effects. Call your doctor at once if you have: noisy breathing, sighing, shallow breathing, breathing that stops during sleep; chest pain, fast or pounding heartbeats, feeling light-headed, fainting; confusion, extreme drowsiness, unusual thoughts or behavior; painful or difficult urination; severe constipation ; liver problems-- nausea , upper stomach pain, itching, loss of appetite, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes); or low cortisol levels-- nausea, vomiting , loss of appetite, dizziness, worsening tiredness or weakness. Seek medical attention right away if you have symptoms of serotonin syndrome, such as: agitation , hallucinations, fever, sweating, shivering, fast heart rate , muscle stiffness, twitching, loss of coordination, nausea, vomiting, or diarrhea . Serious side effects may be more likely in older adults and those who are overweight , malnourished, or debilitated. Long-term use of opioid medication may affect fertility (ability to have children) in men or women. It is not known whether opioid effects on fertility are permanent. Common side effects include: dizziness, drowsiness, tiredness, headache ; nausea, vomiting, stomach pain, constipation; sweating, itching; or skin rash .","acetaminophen, caffeine, and dihydrocodeine",Narcotic analgesic combinations,Dvorah
Xodol,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. Opioid medicine can slow or stop your breathing, and death may occur. A person caring for you should give naloxone and/or seek emergency medical attention if you have slow breathing with long pauses, blue colored lips, or if you are hard to wake up. In rare cases, acetaminophen may cause a severe skin reaction that can be fatal. This could occur even if you have taken acetaminophen in the past and had no reaction. Stop taking Xodol and call your doctor right away if you have skin redness or a rash that spreads and causes blistering and peeling. Xodol may cause serious side effects. Call your doctor at once if you have: noisy breathing, sighing, shallow breathing, breathing that stops; a light-headed feeling, like you might pass out; liver problems--nausea, upper stomach pain, tiredness, loss of appetite, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes); low cortisol levels-- nausea, vomiting, loss of appetite, dizziness, worsening tiredness or weakness; o high levels of serotonin in the body-- agitation , hallucinations, fever, sweating, shivering, fast heart rate , muscle stiffness, twitching, loss of coordination, nausea, vomiting, diarrhea . Serious breathing problems may be more likely in older adults and in those who are debilitated or have wasting syndrome or chronic breathing disorders. Common side effects include: dizziness, drowsiness, feeling tired; nausea, vomiting, stomach pain; constipation ; or headache .",acetaminophen and hydrocodone,Narcotic analgesic combinations,"Hycet, Lorcet, Norco, Verdrocet, Vicodin, Zamicet"
ziconotide,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. Ziconotide can affect your central nervous system and you may feel less alert. A person caring for you should seek emergency medical attention if you are hard to wake up. Call your doctor at once if you have: new or worsening muscle pain, soreness, or weakness, and/or dark urine; a light-headed feeling (like you might pass out); strange sensations in your mouth; skin sores, itching, blisters, breakdown of the outer layer of skin; confusion (especially in older adults); problems with memory or thought; unusual changes in mood or behavior--anger, aggression, paranoia, hallucinations, racing thoughts, risk-taking behavior; symptoms of depression --feelings of low self-worth, loss of interest in things you once enjoyed, new sleep problems, thoughts about hurting yourself; or symptoms of meningitis --fever, headache, neck stiffness, increased sensitivity to light, nausea, vomiting, confusion, or drowsiness. Common ziconotide side effects may include: dizziness; confusion; nausea; or unusual or involuntary eye movements.",ziconotide,Miscellaneous analgesics,Prialt
cefotaxime,"severe stomach pain, diarrhea that is watery or bloody (even if it occurs months after your last dose); burning, irritation, or skin changes where the injection was given; dark urine, jaundice (yellowing of the skin or eyes); a seizure; fever, chills, tiredness; or easy bruising, unusual bleeding, pale skin, cold hands and feet. Common side effects of cefotaxime may include: pain, bruising, swelling, or other irritation where the injection was given; diarrhea; fever; or rash, itching.",cefotaxime,Third generation cephalosporins,Claforan
metronidazole,"new or worsening symptoms of infection; painful or difficult urination; confusion; a light-headed feeling (like you might pass out); vaginal itching or discharge; or blisters or ulcers in your mouth, red or swollen gums, trouble swallowing. Stop taking the medicine and call your doctor right away if you have neurologic side effects (more likely to occur while taking metronidazole long term): numbness, tingling, or burning pain in your hands or feet; vision problems, pain behind your eyes, seeing flashes of light; muscle weakness, problems with speech or coordination; trouble speaking or understanding what is said to you; a seizure; or fever, neck stiffness, and increased sensitivity to light. Metronidazole can cause life-threatening liver problems in people with Cockayne syndrome. If you have this condition, stop taking this medicine and contact your doctor if you have signs of liver failure --nausea, stomach pain (upper right side), dark urine, clay-colored stools, or jaundice (yellowing of the skin or eyes). Side effects may be more likely in older adults. Common metronidazole side effects may include: depression , trouble sleeping, feeling irritable; headache , dizziness , weakness; nausea, vomiting, loss of appetite, stomach pain; diarrhea , constipation ; unpleasant metallic taste; rash, itching; vaginal itching or discharge, pain during sex; mouth sores; or swollen, red, or ""hairy"" tongue.",metronidazole (oral/injection),"Amebicides, Miscellaneous antibiotics","Flagyl, Flagyl ER"
vancomycin,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Certain side effects may occur if your body absorbs vancomycin through the intestinal walls. Call your doctor at once if you have: increased diarrhea that is watery or bloody; hearing loss , ringing in your ears; kidney problems - swelling, rapid weight gain, pain in your side or lower back, little or no urination; or low potassium level - leg cramps, constipation , irregular heartbeats, fluttering in your chest, increased thirst or urination, numbness or tingling, muscle weakness or limp feeling. Side effects on the kidneys may be more likely in older adults taking this medicine. Common vancomycin side effects may include: low potassium; nausea ; or stomach pain.",vancomycin (oral),Glycopeptide antibiotics,Firvanq
cefepime,"severe stomach pain, diarrhea that is watery or bloody (even if it occurs months after your last dose); confusion, hallucinations; trouble speaking, reading, or understanding the words of other people; seizure (blackout or convulsions); pale skin, easy bruising, unusual bleeding; or dark colored urine, jaundice (yellowing of the skin or eyes). Common side effects of cefepime may include: nausea , vomiting , diarrhea; fever; headache ; itching, rash; or abnormal blood tests.",cefepime (injection),Fourth generation cephalosporins,Maxipime
ceftazidime,"severe stomach pain, diarrhea that is watery or bloody (even if it occurs months after your last dose); pale or yellowed skin, dark colored urine, fever, or weakness; confusion, hallucinations, severe weakness; involuntary muscle movement; seizure (black-out or convulsions); or a cold feeling, discoloration, or skin changes in your fingers. Common side effects of ceftazidime injection may include: allergic reaction; numbness , tingling, burning pain; headache , dizziness ; nausea , vomiting , diarrhea, stomach pain; or signs of a fungal infection--sores or white patches in your mouth or throat, vaginal itching or discharge.",ceftazidime (injection),Third generation cephalosporins,"Fortaz, Tazicef, Ceptaz, Tazicef ADD-Vantage, Fortaz ADD-Vantage, Fortaz Twistvial"
amikacin,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Amikacin may cause serious side effects. Call your doctor at once if you have: hearing loss , or a roaring sound in your ears; severe or ongoing dizziness ; kidney problems--little or no urinating; painful or difficult urination; swelling in your feet or ankles; feeling tired or short of breath; weak or shallow breathing; numbness or tingly feeling; muscle twitching or seizure (convulsions); or severe stomach pain, diarrhea that is watery or bloody.",amikacin,Aminoglycosides,"Amikin, Amikin Pediatric"
linezolid,"vision problems, changes in color vision; severe stomach pain, diarrhea that is watery or bloody; a seizure; sweating, feeling anxious or shaky (may be signs of low blood sugar ); lactic acidosis --unusual muscle pain, trouble breathing, stomach pain, vomiting, irregular heart rate, dizziness , feeling cold, or feeling very weak or tired; or low blood cell counts--fever, chills, tiredness, weakness, confusion, mouth sores, skin sores, easy bruising, unusual bleeding, pale skin, cold hands and feet, feeling light-headed or short of breath. Seek medical attention right away if you have symptoms of serotonin syndrome, such as: agitation , hallucinations, fever, sweating, shivering, fast heart rate , muscle stiffness, twitching, loss of coordination, nausea , vomiting, or diarrhea. Common side effects of linezolid may include: nausea, vomiting, diarrhea; rash; anemia (low red blood cells); or headache , dizziness.",linezolid (oral/injection),Oxazolidinone antibiotics,Zyvox
piperacillin / tazobactam,"skin rash, fever, swollen glands, muscle aches, severe weakness, unusual bruising, or yellowing of your skin or eyes. Piperacillin and tazobactam may cause serious side effects. Call your doctor at once if you have: severe stomach pain, diarrhea that is watery or bloody (even if it occurs months after your last dose); confusion; muscle twitching or stiffness, trouble walking; a seizure; low white blood cell counts--fever, mouth sores, skin sores, sore throat, cough, trouble breathing; or low potassium level--leg cramps, constipation , irregular heartbeats, fluttering in your chest, increased thirst or urination, numbness or tingling, muscle weakness or limp feeling. Common side effects of piperacillin and tazobactam may include: diarrhea, constipation; nausea ; headache ; or sleep problems ( insomnia ).",piperacillin and tazobactam,Beta-lactamase inhibitors,Zosyn
cefazolin,"severe stomach pain, diarrhea that is watery or bloody (even if it occurs months after your last dose); white patches or sores inside your mouth or on your lips; fever, swollen glands, itching, joint pain, or not feeling well; a seizure; or liver problems--upper stomach pain, loss of appetite, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes). Common side effects of cefazolin may include: nausea , vomiting , diarrhea; headache ; pain where the medicine was injected; rash; or an allergic reaction.",cefazolin (injection),First generation cephalosporins,Ancef
tobramycin,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Tobramycin may cause serious side effects. Call your doctor at once if you have: new or worsening breathing problems, such as wheezing, cough, chest tightness, or trouble breathing; hearing problems, ringing in your ears; hoarse voice; severe dizziness , spinning sensation, balance problems; weak or shallow breathing; muscle weakness; or kidney problems--little or no urination, swelling in your feet or ankles, feeling tired or short of breath. Common side effects of tobramycin may include: cough, sore throat , hoarse voice; feeling short of breath; noisy breathing; worsening of lung problems or cystic fibrosis; coughing up mucus or blood; altered sense of taste; fever; headache ; or rash.",tobramycin (inhalation),"Aminoglycosides, Inhaled anti-infectives","Bethkis, Kitabis Pak, Tobi, Tobi Podhaler"
aztreonam,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Aztreonam may cause serious side effects. Call your doctor at once if you have: bronchospasm (wheezing, cough, chest tightness, trouble breathing); or any new or worsening breathing problems. Common side effects of aztreonam may include: wheezing, chest discomfort; stomach pain, vomiting ; fever (more common in children); or cough, sore throat , stuffy nose.",aztreonam (inhalation),Miscellaneous antibiotics,Cayston
ertapenem,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. Ertapenem may cause serious side effects. Call your doctor at once if you have: a seizure (convulsions); or severe stomach pain, diarrhea that is watery or bloody (even if it occurs months after your last dose). Common side effects include: nausea , vomiting ; diarrhea; headache ; or pain or redness where the injection was given.",ertapenem,Carbapenems,INVanz
gentamicin,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Gentamicin may cause serious side effects. Call your doctor at once if you have: hearing loss , or a roaring sound in your ears; severe or ongoing dizziness ; weak or shallow breathing; numbness or tingly feeling; twitching, muscle tightness or contraction; seizure (convulsions); severe stomach pain, diarrhea that is watery or bloody; fever, blisters or ulcers in your mouth, red or swollen gums, trouble swallowing; kidney problems--little or no urinating; painful or difficult urination; swelling in your feet or ankles; feeling tired or short of breath; signs of an electrolyte imbalance--confusion, weakness, bone pain, increased urination; or increased pressure inside the skull--severe headaches, ringing in your ears, dizziness, nausea , vision problems, pain behind your eyes. Side effects may be more likely in older adults. Common side effects of gentamicin may include: vision problems; nausea, vomiting , loss of appetite, weight loss ; a light-headed feeling, like you might pass out; itching or rash; pain where the medicine was injected; headache , mood changes; or joint pain.",gentamicin,Aminoglycosides,Garamycin
Penicillin VK,"WARNING/CAUTION: Even though it may be rare, some people may have very bad and sometimes deadly side effects when taking a drug. Tell your doctor or get medical help right away if you have any of the following signs or symptoms that may be related to a very bad side effect: Signs of an allergic reaction, like rash; hives ; itching; red, swollen, blistered, or peeling skin with or without fever; wheezing; tightness in the chest or throat; trouble breathing, swallowing, or talking; unusual hoarseness; or swelling of the mouth, face, lips, tongue, or throat. Diarrhea is common with antibiotics . Rarely, a severe form called C diff–associated diarrhea ( CDAD ) may happen. Sometimes, this has led to a deadly bowel problem ( colitis ). CDAD may happen during or a few months after taking antibiotics. Call your doctor right away if you have stomach pain, cramps, or very loose, watery, or bloody stools. Check with your doctor before treating diarrhea. Penicillin VK side effects",Penicillin V Potassium Oral Solution,Natural penicillins,Veetids
tigecycline,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. Tigecycline may cause serious side effects. Call your doctor at once if you have: severe stomach pain, diarrhea that is watery or bloody; increased pressure inside the brain--severe headache , ringing in your ears, dizziness , nausea , vision problems, pain behind your eyes; pancreas problems--severe pain in your upper stomach spreading to your back, nausea and vomiting , fast heart rate ; or liver problems--nausea, upper stomach pain, itching, tired feeling, loss of appetite, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes). Common side effects of tigecycline may include: nausea, vomiting , stomach pain; diarrhea; headache; or abnormal liver function tests .",tigecycline,Glycylcyclines,Tygacil
ampicillin / sulbactam,"severe stomach pain, diarrhea that is watery or bloody (even if it occurs months after your last dose); thrush (white patches inside your mouth or throat); heart problems--fast heartbeats, chest pain or pressure, pain spreading to your jaw or shoulder, nausea , sweating; liver problems--nausea, upper stomach pain, itching, tired feeling, loss of appetite, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes); or signs of a new infection--fever, headache , tiredness, ear pain or drainage, eye pain or redness, cough, skin rash, sores or pimples with pus, joint pain, ongoing neck or back pain , diarrhea, pain or burning when you urinate. Common side effects of ampicillin and sulbactam may include: diarrhea; rash; swollen, black, or ""hairy"" tongue; vaginal itching or discharge; pain where the medicine was injected.",ampicillin and sulbactam,Beta-lactamase inhibitors,Unasyn
avibactam / ceftazidime,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Avibactam and cefTAZidime may cause serious side effects. Call your doctor at once if you have: severe stomach pain, diarrhea that is watery or bloody; a seizure (convulsions); rigid muscles, overactive reflexes; confusion, hallucinations; or a change in your mental state. Common side effects of avibactam and cefTAZidime may include: nausea , vomiting ; diarrhea; or bruising where the IV needle is placed.",avibactam and ceftazidime,Cephalosporins / beta-lactamase inhibitors,Avycaz
Bicillin C-R,"slow heart rate , weak pulse, slow breathing (breathing may stop); pain, numbness , tingling, burning, or feeling cold; pale or mottled skin, blue-colored lips, fingers, or toes; severe pain or swelling in your lower leg; weakness in your arms or legs; or blistering, peeling, discoloration, or painful skin changes where the medicine was injected. Also call your doctor at once if you have: severe stomach pain, diarrhea that is watery or bloody (even if it occurs months after your last dose); confusion, agitation , hallucinations (seeing or hearing things that are not real), extreme fear; a seizure; pain, swelling, warmth, redness, bruising, bleeding, or a lump where the medicine was injected; pale or yellowed skin, bruising or bleeding, dark colored urine; urination problems; or signs of a new infection--fever, chills, mouth sores, vaginal itching or discharge. Seek medical attention right away if you develop a serious condition called methemoglobinemia . Symptoms include headache , fast heartbeats, shortness of breath, feeling tired or light-headed, or skin that looks pale, gray, or blue-colored. Common side effects of Bicillin C-R may include: nausea , vomiting , diarrhea; itching, sweating, allergic reaction; flushing (sudden warmth, redness, or tingly feeling); feeling anxious or nervous; headache, dizziness , drowsiness; or pain, swelling, or bruising where an injection was given.",penicillin G benzathine and penicillin G procaine,Natural penicillins,Bicillin C-R 900/300
Bicillin C-R 900/300,"slow heart rate , weak pulse, slow breathing (breathing may stop); pain, numbness , tingling, burning, or feeling cold; pale or mottled skin, blue-colored lips, fingers, or toes; severe pain or swelling in your lower leg; weakness in your arms or legs; or blistering, peeling, discoloration, or painful skin changes where the medicine was injected. Also call your doctor at once if you have: severe stomach pain, diarrhea that is watery or bloody (even if it occurs months after your last dose); confusion, agitation , hallucinations (seeing or hearing things that are not real), extreme fear; a seizure; pain, swelling, warmth, redness, bruising, bleeding, or a lump where the medicine was injected; pale or yellowed skin, bruising or bleeding, dark colored urine; urination problems; or signs of a new infection--fever, chills, mouth sores, vaginal itching or discharge. Seek medical attention right away if you develop a serious condition called methemoglobinemia . Symptoms include headache , fast heartbeats, shortness of breath, feeling tired or light-headed, or skin that looks pale, gray, or blue-colored. Common side effects of Bicillin C-R 900/300 may include: nausea , vomiting , diarrhea; itching, sweating, allergic reaction; flushing (sudden warmth, redness, or tingly feeling); feeling anxious or nervous; headache, dizziness , drowsiness; or pain, swelling, or bruising where an injection was given.",penicillin G benzathine and penicillin G procaine,Natural penicillins,Bicillin C-R
cefotetan,"severe stomach pain, diarrhea that is watery or bloody (even if it occurs months after your last dose); fever, chills, body aches, flu symptoms; pale skin, easy bruising, unusual bleeding; a seizure; fever, weakness, confusion; dark colored urine, jaundice (yellowing of the skin or eyes); or kidney problems--little or no urination, swelling in your feet or ankles, feeling tired or short of breath. Common side effects of cefotetan may include: nausea , vomiting ; diarrhea; or vaginal itching or discharge.",cefotetan,Second generation cephalosporins,Cefotan
cefoxitin,"severe stomach pain, diarrhea that is watery or bloody (even if it occurs months after your last dose); a light-headed feeling, like you might pass out; little or no urination; jaundice (yellowing of the skin or eyes); a seizure; fever, chills, tiredness; or easy bruising, unusual bleeding, pale skin, cold hands and feet. Common side effects of cefoxitin may include: pain, bruising, swelling, or other irritation where the injection was given; diarrhea; fever; or rash, itching.",cefoxitin,Second generation cephalosporins,Mefoxin
ceftaroline,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. Ceftaroline may cause serious side effects. Call your doctor at once if you have: severe stomach pain, diarrhea that is watery or bloody (even if it occurs months after your last dose); little or no urination; a seizure; drowsiness, tiredness, confusion, thinking problems; low potassium --leg cramps, constipation , irregular heartbeats, fluttering in your chest, muscle weakness or limp feeling; or low blood cell counts-- sudden weakness or ill feeling, fever, chills, cold or flu symptoms, mouth sores, skin sores, easy bruising, unusual bleeding, pale skin, cold hands and feet, feeling light-headed or short of breath. Common side effects of ceftaroline may include: nausea ; diarrhea; or rash.",ceftaroline,Next generation cephalosporins,Teflaro
ceftolozane / tazobactam,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Ceftolozane and tazobactam may cause serious side effects. Call your doctor at once if you have: severe stomach pain; diarrhea that is watery or bloody (even if it occurs months after your last dose); kidney problems--little or no urination, swelling in your feet or ankles, feeling tired or short of breath; or symptoms of bleeding in the brain--sudden numbness or weakness, problems with vision or speech. Side effects may be more likely in older adults. Common side effects of ceftolozane and tazobactam may include: nausea , diarrhea; headache ; fever; kidney problems; or abnormal liver function tests .",ceftolozane and tazobactam,Cephalosporins / beta-lactamase inhibitors,Zerbaxa
delafloxacin,"hives , or the first sign of a skin rash ; fast heartbeats, difficult breathing; swelling of your face, lips, tongue, or throat. Delafloxacin can cause serious side effects, including tendon problems, side effects on your nerves (which may cause permanent nerve damage), serious mood or behavior changes (after just one dose), or low blood sugar (which can lead to coma). Stop using this medicine and call your doctor at once if you have: low blood sugar--headache, hunger, sweating, irritability, dizziness , nausea , fast heart rate , or feeling anxious or shaky; nerve symptoms in your hands, arms, legs, or feet--numbness, weakness, tingling, burning pain; serious mood or behavior changes-- nervousness , confusion, agitation, paranoia, hallucinations, memory problems, trouble concentrating, thoughts of suicide; or signs of tendon rupture--sudden pain, swelling, bruising, tenderness, stiffness, movement problems, or a snapping or popping sound in any of your joints (rest the joint until you receive medical care or instructions). In rare cases, delafloxacin may cause damage to your aorta, the main blood artery of the body. This could lead to dangerous bleeding or death. Get emergency medical help if you have severe and constant pain in your chest, stomach, or back. Also, stop using delafloxacin and call your doctor at once if you have: severe stomach pain, diarrhea that is watery or bloody; a seizure; muscle weakness or trouble breathing; a light-headed feeling, like you might pass out; the first sign of any skin rash, no matter how mild; or increased pressure inside the skull--severe headaches, ringing in your ears, dizziness, nausea, vision problems, pain behind your eyes. Common side effects of delafloxacin may include: nausea, vomiting , diarrhea; headache; or abnormal liver function tests .",delafloxacin (oral/injection),Quinolones,Baxdela
Fortaz,"severe stomach pain, diarrhea that is watery or bloody (even if it occurs months after your last dose); pale or yellowed skin, dark colored urine, fever, or weakness; confusion, hallucinations, severe weakness; involuntary muscle movement; seizure (black-out or convulsions); or a cold feeling, discoloration, or skin changes in your fingers. Common side effects of Fortaz may include: allergic reaction; numbness , tingling, burning pain; headache , dizziness ; nausea , vomiting , diarrhea, stomach pain; or signs of a fungal infection--sores or white patches in your mouth or throat, vaginal itching or discharge.",ceftazidime (injection),Third generation cephalosporins,Tazicef
lefamulin,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Lefamulin may cause serious side effects. Call your doctor at once if you have: severe stomach pain, diarrhea that is watery or bloody (even if it occurs months after your last dose); or low potassium level--leg cramps, constipation , irregular heartbeats, fluttering in your chest, increased thirst or urination, numbness or tingling, muscle weakness or limp feeling. Common side effects of lefamulin may include: nausea , vomiting , diarrhea; sleep problems ( insomnia ); low potassium; headache ; abnormal liver function tests ; or pain, bruising, swelling, or irritation where the medicine was injected.",lefamulin (oral/injection),Miscellaneous antibiotics,Xenleta
omadacycline,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Omadacycline may cause serious side effects. Call your doctor at once if you have: little or no urination; or increased pressure inside the skull--severe headaches, ringing in your ears, dizziness , nausea , vision problems, pain behind your eyes. Common side effects of omadacycline may include: pain, irritation, redness, swelling, or a hard lump where the medicine was injected; nausea, vomiting , diarrhea, constipation ; headache ; trouble sleeping; increased blood pressure; or abnormal liver function tests .",omadacycline (oral/injection),Tetracyclines,Nuzyra
